file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes,mlg_cn_reference,mlg_cn_reference_variants,eng_reference,eng_reference_variants,reference_status,reference_method,reference_reason
1C7B72AD,0,,,,,record0:segment0:timing0-0,,"<R=FSLN,サンディニスタ>のボート小屋を目指すんだ\nまずは北西へ向かってくれ",メニューウィンドウを開けば\nさっき手に入れた無線機が使えるはずだ,"<R=FSLN,サンディニスタ>","前往<R=FSLN,SANDINISTA>的船库。\n先向西北走。","<R=FSLN,SANDINISTA>",MATCH,104,56,TRANSLATED_PENDING_REVIEW,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1,前往FSLN的船库。\n它就在那里的西北方。,"[""前往FSLN的船库。\\n它就在那里的西北方。""]",Head for the FSLN boathouse.\nIt's northwest of there.,"[""Head for the FSLN boathouse.\\nIt's northwest of there.""]",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
1C7B72AD,1,,,,,record1:segment0:timing0-0,"<R=FSLN,サンディニスタ>のボート小屋を目指すんだ\nまずは北西へ向かってくれ",メニューウィンドウを開けば\nさっき手に入れた無線機が使えるはずだ,無線のタブから使うことができる,,打开菜单窗口，\n应该就能使用刚拿到的无线电。,,MATCH,95,64,TRANSLATED_PENDING_REVIEW,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1,在无线电标签页中使用无线电。,"[""在无线电标签页中使用无线电。""]",Use the radio by going to the Radio tab.,"[""Use the radio by going to the Radio tab.""]",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
1C7B72AD,2,,,,,record2:segment0:timing0-0,メニューウィンドウを開けば\nさっき手に入れた無線機が使えるはずだ,無線のタブから使うことができる,沿岸の施設から来たトラック,,可以从“无线电”标签页使用。,,MATCH,45,42,TRANSLATED_PENDING_REVIEW,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1,一辆来自那个沿海设施的卡车。嗯…但它没有载任何货物。,"[""一辆来自那个沿海设施的卡车。嗯…但它没有载任何货物。""]",A truck from that costal facility. Hmm... But it's not carrying any cargo.,"[""A truck from that costal facility. Hmm... But it's not carrying any cargo.""]",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=HARD_OVERFLOW; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
1C7B72AD,3,,,,,record3:segment0:timing58-92,無線のタブから使うことができる,沿岸の施設から来たトラック,…だが荷台は空だ,,从沿海设施来的卡车。,,MATCH,39,30,TRANSLATED_PENDING_REVIEW,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1,,[],,[],NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping
1C7B72AD,4,,,,,record3:segment1:timing0-0,沿岸の施設から来たトラック,…だが荷台は空だ,鍵が掛かっているフェンスの中に入れないな,,……但货斗是空的。,,MATCH,24,27,TRANSLATED_PENDING_REVIEW,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1,,[],,[],NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping
1C7B72AD,5,,,,,record4:segment0:timing0-0,…だが荷台は空だ,鍵が掛かっているフェンスの中に入れないな,頑丈そうなフェンス…ちょっと壊せそうにないな,,进不去上锁的围栏里面。,,MATCH,60,33,TRANSLATED_PENDING_REVIEW,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1,,[],,[],NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping
1C7B72AD,6,,,,,record5:segment0:timing0-0,鍵が掛かっているフェンスの中に入れないな,頑丈そうなフェンス…ちょっと壊せそうにないな,アマンダは吊り橋の先に行ったな,,这围栏看起来很结实……恐怕破坏不了。,,MATCH,66,54,TRANSLATED_PENDING_REVIEW,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1,,[],,[],NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping
1C7B72AD,7,,,,,record6:segment0:timing52-69,頑丈そうなフェンス…ちょっと壊せそうにないな,アマンダは吊り橋の先に行ったな,急ごう,,阿曼达去了吊桥另一头。,,MATCH,45,33,TRANSLATED_PENDING_REVIEW,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1,,[],,[],NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping
1C7B72AD,8,,,,,record6:segment1:timing0-0,アマンダは吊り橋の先に行ったな,急ごう,"吊り橋から<R=ぶら下がれば,エルード>\n敵をやり過ごせるかもしれん",,快走。,,MATCH,9,9,TRANSLATED_PENDING_REVIEW,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1,,[],,[],NO_RELIABLE_GTT_MAPPING,v2_mapping_audit,no unique equal-topology SUCCESS/HARD_OVERFLOW mapping
1C7B72AD,9,,,,,record7:segment0:timing0-0,急ごう,"吊り橋から<R=ぶら下がれば,エルード>\n敵をやり過ごせるかもしれん",エルードするには\n橋の手すりの近くで<I=ACT>を押すんだ,"<R=ぶら下がれば,エルード>","从吊桥<R=悬挂,ELUDE>下去，\n也许能躲过敌人。","<R=悬挂,ELUDE>",MATCH,91,59,TRANSLATED_PENDING_REVIEW,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=YPK_GTT; source_objects=1,你也许可以悬挂在桥下来躲过敌人。,"[""你也许可以悬挂在桥下来躲过敌人。""]",You might be able to get past the enemy by hanging from the bridge.,"[""You might be able to get past the enemy by hanging from the bridge.""]",AUX_CN_ATTACHED,v2_mapping_audit_first_scanned_mlg_cn_variant,mapping=unique_optimal_monotonic_nontext_control_alignment; status=SUCCESS; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
